arxiv_id,title,authors,abstract,categories,published,updated,url,pdf_url
2605.06131v1,Hugoniot Relation for Multi-Temperature Euler Equations of Compressible Plasma Flows,Zhifang Du; Aleksey Sikstel,"Shock solutions for multi-temperature Euler equations are inherently ambiguous due to the loss of microscopic physical detail during model reduction and occurrence of non-conservative terms. This paper presents a detailed analytical study of shock structures in such models. We derive two distinct Hugoniot relations, each corresponding to a physically admissible shock solution: one for the general multi-temperature case and one for two-temperature plasma flows. Through classical analysis à la Courant--Friedrichs, we demonstrate that both satisfy admissibility conditions, revealing a fundamental non-uniqueness in shock structures. By relating these solutions to existing numerical schemes, the structure preserving and vanishing viscosity approaches, we provide physically justified references for constructing and evaluating discontinuous numerical approximations. In particular, we emphasize that the Hugoniot relation is not uniquely determined by the macroscopic PDEs alone, but must be supplied from external sources such as experiments or first-principles simulations. This insight demonstrates the essential role of microscopic physics in resolving shock ambiguity and contributes to the theoretical foundation for modeling discontinuous plasma flows.",physics.plasm-ph; math-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06131v1,https://arxiv.org/pdf/2605.06131v1
2605.06122v1,Variationally Compressing Quantum Circuits to Approximate Nonadiabatic Molecular Quantum Dynamics,Joshua M. Courtney; P. C. Stancil,"Quantum simulation has begun to penetrate the field of quantum chemistry in hopes of efficiently calculating ground state energies and approximating real-time evolution. With modern research highlighting nonadiabatic dynamics, tunably approximating deep circuits representing potential landscapes becomes crucial for simulating real quantum systems. Variationally approximating unitaries allows for shallower circuits and accuracy tunable to hardware fidelity, so long as the observable quantities are preserved. We show the variational compression of Trotter terms preserve reaction rate coefficients via classical emulation of a hybrid quantum-classical optimization method, as well as fast-forwarded adiabatic dynamics on quantum hardware. Compressed circuits can be incorporated with product-formula-based time evolution to approximate dynamics of a particle in two coupled harmonic potentials, allowing tunability when removing high-cost qubit interactions. Approximate rate coefficients are recovered after substituting terms in a nonadiabatic dynamic process, giving proof-of-principle for observable preservation under variational optimization. Attention is paid to minimizing qubit and gate-count resources.",quant-ph; physics.chem-ph; physics.comp-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06122v1,https://arxiv.org/pdf/2605.06122v1
2605.06101v1,Syndrome resampling enhances quantum error correction thresholds,Luis Colmenarez; Áron Márton; Markus Müller,"Quantum error correction (QEC) enables fault-tolerant quantum computation but requires operating quantum hardware at physical error rates below code-dependent thresholds, which remains challenging for current devices. We introduce syndrome resampling, a general method that increases QEC thresholds of any decoder and suppresses logical errors without additional hardware, decoding modifications, or code-specific assumptions beyond syndrome statistics. The method exploits the fact that syndromes with low probability are likely to lead to logical failure, therefore biasing syndrome averages towards most likely syndromes effectively increases logical fidelities. We establish a direct connection between the Rényi coherent information (RCI) and powers of the syndrome probability distribution, showing that resampling syndromes according to these powers combined with maximum likelihood decoding (MLD) realizes a family of optimal thresholds associated with phase transitions in the RCI. Numerical simulations of surface codes demonstrate that syndrome resampling substantially increases thresholds for both optimal and suboptimal decoders and reduces logical error rates by up to four orders of magnitude in experimentally relevant regimes. We further show that syndrome resampling can be effectively implemented from finite data and combined with decoding-based post-selection to achieve additional gains. Finally, applying the method to existing experimental QEC data yields up to two orders of magnitude reduction in logical error rates without requiring additional measurements. Our results provide a practical and decoder-agnostic route to improved logical fidelities in near-term QEC experiments.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06101v1,https://arxiv.org/pdf/2605.06101v1
2605.06099v1,Non-relativistic limit of generalized relativistic Pauli operators by Feynman-Kac formulae,Soichiro Sakamoto,"The non-relativistic limit of a generalized relativistic Pauli operator\[H_c^{S,α}=\left(2c^β\bigl(σ\cdot(-i\nabla-a)\bigr)^2+(mc^γ)^{2/α}\right)^{α/2}-mc^γ+V\]on $L^2(\mathbb{R}^3;\mathbb{C}^2)$ is investigated under the constraint$2α=γβ+γ^2$.This operator generalizes the relativistic Pauli operator within the framework of Bernstein functions.The associated heat semigroup $e^{-tH_c^{S,α}}$ admits a Feynman--Kac representation involving Brownian motion, a subordinator, and a Poisson process.Using this representation, we prove that the semigroup $e^{-tH_c^{S,α}}$ converges strongly to $e^{-tH^{S,α}}$ as $c\to\infty$, where the limiting generator is given by\[H^{S,α}=\fracα{2m^{\frac{2}α-1}}\bigl(σ\cdot(-i\nabla-a)\bigr)^2+V.\]The non-relativistic limit of a generalized relativistic Schrödinger operator is also investigated.",math-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06099v1,https://arxiv.org/pdf/2605.06099v1
2605.06093v1,Singularity Resolution in Quantum Cosmology via Page-Wootters Formalism,Vishal; Malay K. Nandy,"We investigate the problem of classical big bang singularity in a plane-symmetric Bianchi type-I universe within the Wheeler-DeWitt (WDW) framework of quantum gravity. To address the problem of time, we employ the Page-Wootters formalism, which provides a relational notion of dynamics by conditioning the global state on a clock subsystem. Using Misner variables, the WDW equation assumes a Klein-Gordon (KG) type form. Its general solution is constructed as a Gaussian superposition of momentum eigenstates, resulting in an entangled global state between the clock and the remaining subsystem. Within this relational framework, we construct conditional states and obtain the corresponding probability density consistent with the KG-type inner product. The resulting conditional probability density vanishes in the limit of zero volume for all clock values, indicating quantum resolution of the classical singularity. We further show that positivity of the probability density imposes constraints on the admissible clock values, which depend on the parameters of the Gaussian wavepacket. These results highlight the essential role of quantum correlations in the emergence of relational dynamics, and demonstrate that the Page-Wootters formalism provides a consistent and nonsingular probabilistic description of quantum cosmology.",gr-qc; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06093v1,https://arxiv.org/pdf/2605.06093v1
2605.06079v1,"Accessory Parameter of Confluent Heun Equations, Voros Periods and classical irregular conformal blocks",Kohei Iwaki; Hajime Nagoya; Ayato Shukuta,"For the Heun differential equation and all of its confluent equations, we derive formal series expansions of the accessory parameters using the Voros periods. We then compare these expansions with the classical conformal blocks recently obtained by Bonelli--Shchechkin--Tanzini, and examine the Zamolodchikov-type conjecture expected to hold between them, allowing for irregular singularities. In particular, as an extension of the previous works of Mironov--Morozov, Piatek--Pietrykowski and Lisovyy--Naidiuk, we provide a detailed prescription for choosing cycles on the spectral curve that yield the Voros period which corresponds to the classical (regular or irregular) conformal blocks through the accessory parameter.",math-ph; math.CA,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06079v1,https://arxiv.org/pdf/2605.06079v1
2605.06075v1,Probing critical phases in quasiperiodic systems via subsystem information capacity,Huaijin Dong; Long Zhang,"We systematically investigate the entanglement dynamics of quasiperiodic systems across their extended, critical, and localized phases, aiming to identify dynamical signatures that can clearly distinguish the critical phase from the other two. Focusing on the extended Harper model, we complement the half-chain entanglement entropy with the spatially resolved subsystem information capacity (SIC) and demonstrate that the critical phase exhibits a pronounced spatial heterogeneity that is absent in the extended and localized phases. In the steady state, the SIC reveals a stepwise ramp as a function of subsystem size, reflecting an underlying fragmentation of the chain into weakly connected subregions. Dynamically, information initially localized within such a subregion can undergo coherent long-lived oscillations, dubbed subregion echoes, whose period scales with the subregion length, in quantitative agreement with a quasiparticle picture of confined quasiparticle reflections. We trace this internal fragmentation to the incommensurately distributed zeros (IDZs) in the off-diagonal hopping terms of the Hamiltonian. To establish the generality of the SIC as a diagnostic tool, we further apply it to a mobility-edge phase with coexisting extended and localized states and to a critical phase that does not originate from IDZ fragmentation, and show that the SIC can cleanly distinguish these scenarios through their distinct steady-state profiles, initial-site sensitivities and the presence of subregion echoes. Our results establish the SIC as a powerful real-space probe for diagnosing critical phases and for uncovering the bottlenecked connectivity that underlies their multifractal structure.",cond-mat.dis-nn; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06075v1,https://arxiv.org/pdf/2605.06075v1
2605.06022v1,Lattice fermion formulation via Physics-Informed Neural Networks: Ginsparg-Wilson relation and Overlap fermions,Tatsuhiro Misumi,"We propose a novel, machine-learning-based framework for constructing lattice fermions using Physics-Informed Neural Networks (PINNs). Our approach treats the formulation of the Dirac operator as an optimization problem guided by physical requirements, such as symmetries, locality and doubler-decoupling conditions. We first demonstrate that, when trained to satisfy the Ginsparg-Wilson (GW) relation as a soft constraint, a neural network reproduces the overlap fermion operator to high numerical accuracy and learns an effective sign-function mapping without explicitly using a prescribed polynomial or rational approximation. Secondly, we extend the framework from operator construction to machine-assisted algebraic discovery. Within a generalized polynomial ansatz, the network autonomously drives higher-order terms to zero and recovers the standard Ginsparg-Wilson relation. Remarkably, by changing the initial search bias, the same framework also finds a distinct solution corresponding to a Fujikawa-type generalized GW relation.",hep-lat; hep-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06022v1,https://arxiv.org/pdf/2605.06022v1
2605.06019v1,Geometric Means and Lebesgue-type Decomposition of Completely Positive Maps,Rui Okayasu,"We introduce the geometric mean and the parallel sum of completely positive (CP) maps on von Neumann algebras, based on the Pusz--Woronowicz theory of positive sesquilinear forms. We provide a concrete characterization via a block matrix positivity condition and establish their fundamental properties, including the AM--GM--HM inequality with respect to the CP order.   In finite-dimensional settings, our construction is compatible with the Choi--Jamiolkowski correspondence, under which the geometric mean of CP maps corresponds to the Kubo--Ando geometric mean of their Choi matrices. This yields a natural operator-theoretic framework for interpolating quantum channels.   As an application, we obtain index-type inequalities for conditional expectations in subfactor theory.   Finally, we establish a Lebesgue-type decomposition of CP maps via a parallel sum construction, thereby providing a unified framework that simultaneously generalizes Ando's decomposition of bounded positive operators and Kosaki's decomposition of normal positive functionals on von Neumann algebras.",math.OA; cs.IT; math-ph; math.FA,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06019v1,https://arxiv.org/pdf/2605.06019v1
2605.06008v1,Dzyaloshinskii-Moriya interaction as a coherence diagnostic for chirality-induced spin selectivity,Vishvendra S. Poonia,"Whether chirality-induced spin selectivity (CISS) reflects coherent SU(2) spin rotation or incoherent spin-dependent filtering is a central unresolved question in molecular spintronics, with implications ranging from asymmetric chemistry to quantum information. We show that these two scenarios are distinguishable by a sharp symmetry criterion on the superexchange interaction mediated by a chiral molecular bridge. Coherent CISS, implemented as a unitary spin rotation of the tunneling electron, generates a giant Dzyaloshinskii-Moriya (DM) interaction with ratio |D|/JH up to 3, which is two orders of magnitude beyond intrinsic Rashba spin-orbit coupling in Si/SiGe. Incoherent CISS, represented by any Hermitian (non-unitary but spin-diagonal) tunneling matrix, produces D = 0 identically; we prove this as a structural theorem, reinforced by a Lindblad argument that dissipative spin filtering cannot modify virtual-tunneling-mediated superexchange. The DM interaction thus serves as a coherence order parameter, nonzero only when quantum amplitudes for opposite-spin transmission maintain a fixed relative phase. We derive closed-form angular, enantiomeric, and sensitivity signatures and show that the critical coherent rotation angle lies two orders of magnitude below current transport-inferred values and is accessible to existing 10 kHz exchange spectroscopy in gate-defined quantum dots. Five candidate molecules are predicted to exceed this threshold by one to two orders of magnitude even in a conservative interface-amplification scenario. The proposed measurement converts a long-standing transport controversy into a binary spin-qubit experiment with quantum-amplitude resolution.",cond-mat.mes-hall; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06008v1,https://arxiv.org/pdf/2605.06008v1
2605.06001v1,Ultraviolet-Finite Perturbative Expansion of Quantum Gravity at Null Infinity,Carlos N. Kozameh; Gerardo O. Depaola,"We present a perturbative formulation of quantum gravity for asymptotically flat vacuum spacetimes based on the Null Surface Formulation (NSF), in which the expansion is ultraviolet-finite term by term up to the orders computed, without the need for renormalization. The outgoing Bondi shear operators are constructed explicitly up to fourth order, with interaction kernels determined recursively from on-shell gravitational data at null infinity. Ultraviolet finiteness at each order follows from the on-shell structure of the construction and the restriction of all integrations to the compact celestial sphere, eliminating off-shell propagators. The map between the in and out states admits a perturbative construction, and unitarity is verified explicitly up to fourth order. The outgoing operators satisfy the same commutation relations as the incoming ones, indicating that the transformation is canonical and consistent with the unitary implementation. Collinear configurations give rise to infrared singularities, as expected in massless quantum field theories, but do not affect the ultraviolet behavior established here. In coherent states, the expectation value of the shear reproduces the known finite classical graviton scattering at lowest nontrivial order. These results provide a perturbative framework for quantum gravity with improved ultraviolet behavior relative to the covariant approach.",hep-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06001v1,https://arxiv.org/pdf/2605.06001v1
2605.05961v1,Passive Imaging with Quantum Advantage,Li Gong; Aonan Zhang; Madhura Ghosh Dastidar; Alexander Duplinskii; A. I. Lvovsky,"Far-field optical imaging inevitably involves low-pass spatial filtering, limiting the resolution. Moreover, conventional imaging suppresses high spatial frequency components close to the cutoff, making them invisible under noise, particularly the shot noise arising from discrete and random nature of quantum light. Here we propose and implement a method for reducing the effect of this noise by optically pre-processing the incoming light prior to detection, thereby optimizing the quantum measurement performed on it. Our scheme, termed Fourier Domain Division (FDD), partitions the Fourier plane into multiple regions for independent detection and subsequent post-processing for image reconstruction. By analyzing the quantum and classical Fisher information, we show that our method is advantageous with respect to direct imaging for high spatial-frequency components. As a result, the number of photons required to achieve a certain signal-to-noise-ratio in the Fourier domain is reduced, thus enhancing the overall resolution in the photon-starved regime. We demonstrate our method in microscopy, achieving 5-fold improvement of Fisher information on high spatial-frequency components. Unlike active super-resolution methods, FDD is passive, making it broadly applicable in microscopy and other imaging scenarios where active illumination is impractical, including astronomy and remote sensing. Our work establishes a general strategy for designing quantum optimized superresolution imaging systems, bridging fundamental quantum limits, practical image analysis and computer vision applications.",quant-ph; physics.optics,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05961v1,https://arxiv.org/pdf/2605.05961v1
2605.05942v1,Architecture Shape Governs QNN Trainability: Jacobian Null Space Growth and Parameter Efficiency,Michael Poppel; David Bucher; Maximilian Zorn; Markus Baumann; Sebastian Wölckert; Claudia Linnhoff-Popien; Philipp Altmann; Jonas Stein,"Variational quantum circuits with angle encoding implement truncated Fourier series, and architectures arranging $N$ qubits with $L$ encoding layers each -- sharing encoding budget $E = NL$ -- generate identical frequency spectra, identical frequency redundancy, and require the same minimum parameter count for coefficient control. Despite this equivalence, trainability varies substantially with architecture shape $(N,L)$ at fixed $E$. We identify structural rank deficiency of the coefficient matching Jacobian $J$ as the mechanism responsible. For serial single-qubit architectures, we prove $\mathrm{rank}(J) \leq 2L+1$ regardless of parameter count $P$, with $\dim(\ker J) \geq P-(2L+1)$ growing without bound -- a phenomenon we term \emph{structural gradient starvation}: a growing fraction of parameters become structurally decoupled from the loss as $P$ increases at fixed $L$. Parallel architectures avoid this via independent phase trajectories, ensuring $σ_{\min}(J^{(\mathrm{par})}) > 0$ generically for $P \leq 2E+1$, so no parameter lies in $\ker J$. For practitioners, we further show that the two natural routes to increasing parameter count have fundamentally different effects: adding feature map (FM) layers monotonically strengthens the Jacobian QFIM eigenvalue spectrum and achieves $R^2 \geq 0.95$ with $1.6$--$2.2\times$ fewer parameters than adding trainable blocks across all tested architectures, while trainable blocks improve training only through the classical interpolation mechanism with no quantum-specific benefit.",quant-ph; cs.LG,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05942v1,https://arxiv.org/pdf/2605.05942v1
2605.05916v1,Squeezed Gravitons and One-Loop Self-Energy under Light-Cone Smearing,Hiroki Matsui,"We investigate light-cone smearing induced by quantum fluctuations of gravitons and its implications for the ultraviolet structure of quantum field theory. By treating the first-order correction to Synge's world function as an operator, we show that the retarded Green's function is smeared by the variance of graviton fluctuations. The smearing width depends on the quantum state of gravitons: vacuum fluctuations generate a Gaussian smearing of the light cone, coherent states shift the light-cone position, and squeezed states modify the smearing width itself. We then apply the smeared Feynman propagator to one-loop self-energies in interacting scalar field theories. In both the $φ^3$ bubble diagram and the $φ^4$ tadpole diagram, the short-distance singularities responsible for the usual ultraviolet divergences are regularized by a nonzero smearing width. We also estimate the contribution from primordial gravitons generated during inflation and show that it induces a finite correction of order $10^{-10}$ to the one-loop self-energy. Our results suggest that the quantum state of gravitons can leave a finite imprint on the causal and short-distance structure of quantum field theory.",hep-th; gr-qc; hep-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05916v1,https://arxiv.org/pdf/2605.05916v1
2605.05914v1,Quantum-enhanced Large Language Models on Quantum Hardware via Cayley Unitary Adapters,Borja Aizpurua; Sukhbinder Singh; Augustine Kshetrimayum; Saeed S. Jahromi; Roman Orus,"Large language models (LLMs) have transformed artificial intelligence, yet classical architectures impose a fundamental constraint: every trainable parameter demands classical memory that scales unfavourably with model size. Quantum computing offers a qualitatively different pathway, but practical demonstrations on real hardware have remained elusive for models of practical relevance. Here we show that Cayley-parameterised unitary adapters -- quantum circuit blocks inserted into the frozen projection layers of pre-trained LLMs and executed on a 156-qubit IBM Quantum System Two superconducting processor -- improve the perplexity of Llama 3.1 8B, an 8-billion-parameter model in widespread use, by 1.4% with only 6,000 additional parameters and end-to-end inference validated on real Quantum Processing Unit (QPU). A systematic study on SmolLM2 (135M parameters), chosen for its tractability, reveals monotonically improving perplexity with unitary block dimension, 83% recovery of compression-induced degradation, and correct answers to questions that both classical baselines fail -- with a sharp noise-expressivity phase transition identifying the concrete path to quantum utility at larger qubit scales.",quant-ph; cs.AI; cs.LG,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05914v1,https://arxiv.org/pdf/2605.05914v1
2605.05903v1,"Trace anomaly, effective approach, and gravitational potential",Riccardo Fecchio; Ilya L. Shapiro,"We explore and discuss corrections to the Newton potential from the quantum effects of conformal matter fields. In this special case, one can compare different approaches, including that of effective quantum gravity and another, based on the conformal (trace) anomaly. The comparison of these two methods is the main focus in the present work. Using the anomaly-induced effective action of gravity requires fixing the quantum vacuum state, similar to what is done in the description of black hole evaporation. In the Boulware vacuum state, we compute the anomaly-induced stress tensor and the first-order correction to the classical gravitational law. The quantum correction to the Newton's potential derived in this way, differs from the result calculated in a way analogous to the effective approach to quantum gravity. The only way to reconcile the two approaches for deriving the leading semiclassical corrections to Newtonian potential is to modify the asymptotic behavior of the average of the energy-momentum tensor in the Boulware vacuum state, as has been recently discussed in the literature.",hep-th; gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05903v1,https://arxiv.org/pdf/2605.05903v1
2605.05881v1,Surface-Code Thresholds and Qubit Footprints in Shuttling-Based Spin-Qubit Railways,Arun John Moncy; Reza Dastbasteh; Josu Etxezarreta Martinez; Ryo Nagai; Pedro M. Crespo; Normann Mertig; Charles Smith; Ruben M. Otxoa,"We present a fault-tolerant mapping of rotated surface codes onto a $2\times N$ silicon spin-qubit railway architecture, utilizing electron shuttling to resolve the wiring fan-out bottleneck. Employing circuit-level noise modeling, we evaluate threshold performances across various noise biases. We demonstrate that shuttling check qubits instead of data qubits fundamentally improves system thresholds. Crucially, under a noise model biased towards dephasing for spin-qubit shuttling, the non-CSS XZZX surface code outperforms standard CSS variants. By tailoring the topological code to this specific inherent bias, we show that the Megaquop footprint is achievable with a distance 7 code requiring a $p = 10^{-3}$ physical error rate, highlighting a pathway for substantial hardware reductions in early fault-tolerant quantum processors.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05881v1,https://arxiv.org/pdf/2605.05881v1
2605.05841v1,Non-Abelian String-Breaking Dynamics on a Qudit Quantum Computer,Manuel John; Keshav Pareek; Peter Tirler; Tim Gollerthan; Michael Meth; Lukas Gerster; Peter Zoller; Daniel González-Cuadra; Torsten V. Zache; Martin Ringbauer,"Gauge theories form the foundation of the Standard Model of particle physics. These theories can exhibit confinement, where charged particles only occur in bound states, connected by flux strings whose energy grows linearly with separation. Simulating the real-time dynamics of such strings, including their breaking, remains a major challenge for classical computations and a promising target for quantum simulations. While recent quantum simulation experiments explored string-breaking dynamics in abelian lattice gauge theories, non-abelian theories are qualitatively distinct because gauge fields themselves carry charge. Here, we report the first quantum simulation of genuine non-abelian string-breaking dynamics in a pure SU($2$) lattice gauge theory, where gauge-field self-interactions drive string breaking even in the absence of dynamical matter. Our results are obtained on a trapped-ion quantum computer, using native qudit Hilbert spaces to encode truncated gauge fields on a ladder geometry and implement digital Trotter dynamics. We experimentally study unbreakable and breakable strings generated by fundamental and adjoint static charges, respectively. We locally resolve string oscillations and coherent string breaking through the creation of gluonic excitations driven by non-abelian plaquette interactions. Our work establishes hardware-efficient, problem-tailored qudit simulations as a promising route for accessing non-perturbative dynamics relevant to high-energy physics.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05841v1,https://arxiv.org/pdf/2605.05841v1
2605.05830v1,Three wave mixing vacuum squeezing generation in a SNAIL-based Traveling-Wave Parametric Amplifier with alternated flux polarity,Isita Chatterjee; Pegah Darvehi; Antonio Orsi; Anna Levochkina; Pasquale Mastrovito; Gwenel Le Gal; Arpit Ranadive; Giulio Cappelli; Alberto Porzio; Francesco Tafuri; Davide Massarotti; Martina Esposito,"Recent demonstrations of squeezing generation using Traveling Wave Parametric Amplifiers (TWPAs) have opened the way for the application of broadband microwave squeezing in quantum sensing, quantum-enhanced detection, and continuous-variable quantum information. Here we demonstrate vacuum squeezing generation via residual three-wave mixing (3WM) in a Josephson TWPA based on superconducting nonlinear asymmetric inductive elements (SNAILs) with alternated magnetic flux polarity. By investigating competition between four-wave mixing (4WM) and 3WM nonlinearities, we prove that vacuum squeezing generation via residual 3WM is possible when a careful choice of the operating flux point is adopted. Our study provides valuable insights on the impact of competing nonlinearities on TWPA squeezers, potentially extending the range of applications in the framework of microwave photonics.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05830v1,https://arxiv.org/pdf/2605.05830v1
2605.05827v1,Pontus-Mpemba effect in cavity quantum electrodynamics,Stefano Longhi,"The quantum Pontus-Mpemba effect is a counterintuitive phenomenon in which a quantum system relaxes faster through a two-step evolution protocol than through a single, unquenched relaxation. This work proposes its realization in cavity quantum electrodynamics using the Jaynes-Cummings model with photon loss. The model captures the coherent interaction between a two-level atom and a single quantized mode of a lossy cavity, providing a minimal yet realistic setting to explore dissipative quantum dynamics. Restricting the analysis to the single-excitation sector, the dynamics feature damped vacuum Rabi oscillations for weak dissipation that transition to near-exponential atomic decay under strong dissipation. A sudden quench of the cavity decay rate generates distinct relaxation trajectories from the same initial atom-cavity state. The atomic excitation then displays a non-monotonic, accelerated decay, where a trajectory with a quenched dissipation relaxes faster than fixed-loss evolution. The effect originates from the interplay between coherent atom-photon exchange and cavity dissipation, establishing a clear and experimentally accessible realization of the quantum Pontus-Mpemba effect in both optical and circuit QED platforms.",quant-ph; cond-mat.stat-mech; physics.optics,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05827v1,https://arxiv.org/pdf/2605.05827v1
2605.05821v1,Quasi-normal modes of a multi-dimensional rotating Kerr black hole,Mattia Villani,"The aim of this paper is to present a general way to calculate quasi-normal modes (QNM) of the Teukolsky equation for higher dimensional (d > 4) Kerr spacetime with compactified extra dimensions. In order to do so, we develop a formalism derived from spinors: we call it multispinor formalism. It is based on vectors of two-spinors and permits us to develop a formalism analogous to that of Newman-Penrose in 4d. From this we show how to derive the Teukolsky equation for gravitational perturbations and calculate the QNM. In order to keep calculations simple we fix, as an example, the dimension number to be six, but the work can be readily generalized to other spacetime dimensions.",gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05821v1,https://arxiv.org/pdf/2605.05821v1
2605.05817v1,Classical General Relativity as a Non-Conservative Action-Dependent Field Theory,Callum Bell; David Sloan,"Scaling symmetries have previously been examined for classical field theories described by singular Lagrangians; in this article, we apply these results to the first-order formulation of General Relativity. It is shown that the dynamical content of the Hilbert action may be formulated in terms of the conformal spacetime geometry, together with a dissipative sector, which is required in order to compensate the elimination of the notion of scale encoded by the conformal factor. Further, we consider the linearisation of the equations of motion of the scale-invariant action, demonstrating that the first-order metric perturbations satisfy a free wave equation, as expected. The second-order dynamics, describing gravitational backreaction, are found to be sourced by quadratic combinations of the first-order perturbations. However, these dynamics are non-conservative, as is made manifest by the presence of terms which couple the action sector with the geometrical degrees of freedom.",gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05817v1,https://arxiv.org/pdf/2605.05817v1
2605.05816v1,Massive hybrid stars within the extended three-flavor quark-meson diquark model,Jens O. Andersen; Mathias P. Nødtvedt,"We discuss the properties of the extended three-flavor quark-meson diquark (EQMD) model as a renormalizable low-energy effective model for QCD. The effective degrees of freedom are quarks, scalar- and pseudoscalar mesons, diquarks, vector- and axial-vector mesons. We calculate the equation of state (EoS) in the mean-field approximation at $T=0$ imposing charge neutrality for electric and color charges. We match the EoS with a low-density nuclear equation of state. We discuss how the choice of parameters in the model affects the EoS and thereby the mass-radius for hybrid stars. We show that it is possible to construct hybrid stars whose masses and radii are in agreement with recent astrophysical observations and perturbative QCD (pQCD). The addition of vector and axial vector mesons to the quark-meson diquark is essential, since it makes the EoS sufficiently stiff for intermediate densities. Our results suggest that stars with a mass larger than $M\sim2M_{\odot}$ have a quark core with a central density $n_B\geq 3.9n_{\rm sat}$, where $n_{\rm sat}\approx0.165$fm$^{-3}$ is the saturation density. The speed of sound has a double-peak structure and relaxes to the conformal limit from above for large baryon chemical potentials $μ_B$. This structure is caused by the decrease in the mass of the $s$ quark as $μ_B$ increases.",hep-ph; astro-ph.HE; nucl-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05816v1,https://arxiv.org/pdf/2605.05816v1
2605.05815v1,Room temperature Purcell enhanced single erbium ions in silicon-carbide-on-insulator microring resonators,Joshua Bader; Shin-ichiro Sato; Jeffrey C. McCallum; Ruixuan Wang; Shao Qi Lim; Alexey Lyasota; David Broadway; Brett C. Johnson; Sven Rogge; Qing Li; Stefania Castelletto,"Spin-carrying single-photon emitters operating in the telecommunication C-band (1530-1565nm) are prime candidates for integrated spin-photon interfaces, offering seamless compatibility with existing fiber-optic infrastructure, an essential component for future quantum networks. In this context, erbium-dopants ($\text{Er}^{3+}$) are particularly compelling due to their exceptional emitter properties, including small spectral diffusion and long spin coherence times. However, their low C-band photon-emission rate and operation at cryogenic temperatures has limited the realization of this technology.   In this work, we demonstrate fully integrated single-photon emission from an ion implanted $\text{Er}^{3+}$-embedded into a 4H-silicon-carbide-on-insulator (4H-SiCOI) microring resonator operating at room temperature. By optimizing the mode overlap between the resonator and the $\text{Er}^{3+}$-defect, we achieved a $\sim$70$\times$ Purcell enhancement and recorded small spectral diffusion of $\sim$54 MHz. We further characterize the $\text{Er}^{3+}$ single photon emission via photon correlation g$^{(2)}$-histograms and investigate its performance under varying magnetic-field, demonstrating Zeeman splitting on single emitters.",physics.optics; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05815v1,https://arxiv.org/pdf/2605.05815v1
2605.05785v1,Optical Pulling Force in Carbon Nanotubes: Manifestation of Nonlocal Conductivity,Tomer Berghaus; Touvia Miloh; Gregory Ya. Slepyan,"We develop a new theory of an optical force exerted on a carbon nanotube (CNT) with a nonlocal conductivity. The optical force is expressed in terms of the surface current density and the axial electric field on the CNT surface. To determine these quantities, we employ an integral-equation-based approach in terms of the current density. The analysis is constructed for a finite-length cylindrical CNT by rigorously accounting for edge effects. In addition to numerical solutions of the integral equation, we obtain an approximate analytical expression for the optical force acting on the CNT, which shows good agreement with numerical simulations. We also demonstrate the existence of some frequency ranges in which the optical force becomes negative, corresponding to the optical pulling effect. Such a pulling behavior is shown to originate from the nonlocality of the conductivity and to vanish in the local limit. This work advances theoretical understanding of optomechanical interactions in finite-length low-dimensional conductors and clarifies the role of spatial dispersion in the emergence of optical pulling forces.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05785v1,https://arxiv.org/pdf/2605.05785v1
